English,animal,arm,ashes,bark,bed,belly,big,bird,bite,blood,bone,breast,burn,child,cloud,come,count,die,dog,drink,ear,eat,egg,elephant,eye,face,fall,"fat, oil",feather,fingernail,fire,fire-wood,fish,five,fly,four,give,goat,"ground, soil",hair,head,hear,heart,horn,house,hunger,intestine,kill,knee,knife,know,leaf,leg,liver,louse,man,moon,mouth,name,navel,neck,night,nose,one,person,rain,road,root,salt,sand,see,send,shame,sing,skin,sky,sleep,smoke,snake,spear,steal,stone,sun,tail,ten,three,tongue,tooth,tree,two,urine,village,vomit,walk,war,water,wind,woman,dew,iron
E53_Imenti,ɲàmà,ɲ-jára,mò-jù,ɣi-kɔnɛ,ɣe-tandá,ke-u,-nɛ́nɛ,ɲɔ̀nì,-róma,ðáríkɛ́,mo-éndéndé,ɲɔ̀ntɔ̀,-éːðia,mo-áːna,è-tù,-èːja,-tára,-kúa,kúro,-ɲá,ɣo-tó,-reá,ŋ-kára,ɲ-jɔ̀ɣù,ri-íðɔ,o-ðío,-ɣoà,ma-ɣúta,ɣu-ɛ́,ro-kuɲó,mò-àŋkì,ŋ-kó,ɣe-koyó,-táːnɔ́,-βùːròkà,-ná,-ɛjana,m-bóri,?,n-cóori,kè-ɔ̀ŋgɔ́,-íːɣwa,ŋ-kɔ́rɔ,rò-ɣɔ̀jì,i-ɲumba,m-pára,mà-rà,-óraɣa,e-rú,ɣa-ció,-mɛ̀ɲà,ki-bura,kòɣòrò,etɛ́ma,ndàà,ndumɛ,mwɛri,murɔmɔ,riéːtwa,mokɔ́u,ŋkíːŋgɔ́,otúko,ɲioro,-mwɛ́,mòːntò,ŋgaí,njerá,mòrì,cùmbè,mòðàŋgà,-ɔ́na,-tóma,nðɔni,-ina,muɣuta,matunɛ,tɔrɔ,tɔːɣí,?,etúmo,-íːya,eíɣa,rióːa,muðiriɲa,ekómi,-ðáto,roómɛ,èèɣɔ̀,moté,-eré,maumaɣɔ,ntóːra,-táeka,-ita,ndwaa,roóje,rùːwɔ̀,moká,imɛɛ,ɲ-cùːmà
E53_Tigania,ɲama,ɲ-jara,mu-u,i-cau,i-tanda,n-da,-nɛnɛ,ɲɔni,-ruma,ðarikɛ,mu-luitu,ɲɔntɔ,-akana,mw-aana,i-tu,i-yu,-tala,-kua,kuru,-ɲua,u-tu,-ria,ŋ-kala,ɲ-jɔu,ri-iðɔ,u-ðiu,-wa,ma-uta,m-bwi,ru-kuɲu,mw-ɔŋki,ŋ-ku,i-kuyu,i-ðano,-buruka,i-ɲa,-aa,m-buri,?,n-jwiri,ki-ɔŋgɔ,-ikua,ŋ-kɔrɔ,rw-ɔi,ɲumba,m-para,ma-ra,-uraana,i-ru,ki-ciu,-mɛɲa,i-mura,kuuru,itɛma,ndaa,ndumɛ,mwɛri,murɔmɔ,riitwa,mukɔu,ŋkiŋgɔ,utuku,ɲuuru,imwɛ,muntu,ŋgai,njira,muri,cumbi,muðaŋga,-ɔna,-tuma,ucɔnɔki,-ina,muuta,iuru,-maama,ntɔɔ,ndatu,itumɔ,-iya,iiya,riua,muɲiriða,ikumi,iðatu,ruumɛ,iyɔ,muti,iyili,maumɔɔ,ntuura,-taika,-ita,ndwa,rui,ruɔ,muka,imɛ,iðaa
E53_Meruimenti,ɲama,n-jara,mu-juu,gi-kone,u-ruri,ki-u,-nene,ɲoni,ku-ruma,ðarike,mw-indindi,ɲoonto,ku-ya,mw-ana,ma-tuu,kw-ija,gu-tara,gu-kua,kuru,ku-ɲua,gu-tu,ku-rea,n-kara,n-jogu,ri-iðo,u-ðiu,ku-gua,ma-guta,mi-riri,ru-kuɲu,mw-aŋki,n-kuu,gi-kuyu,i-ðano,ku-buruka,i-ɲa,ku-ejana,m-buri,mu-ðetu,mu-tundu,ki-oŋgo,kw-igua,n-koro,n-goji,ɲomba,m-para,ma-raa,ku-uraga,i-ru,ga-ciu,ku-meɲa,ki-bura,?,itema,ndaa,murume,mweri,muromo,riitwa,mukou,nkingo,utuku,ɲiuru,imwe,muntu,ngai,njira,mirii,tʃumbi,muðanga,kwona,gutuma,nðoni,kwina,muguta,matune,toro,togi,njoka,itumu,kwiia,iiga,riua,muðiriɲa,ikumi,iðatu,iigo,iigo,muti,-iri,maumago,ntuura,gutaika,gwita rugendo,ndwaa,ruuji,ruuo,muka,imee,?
E53_Merutig,ɲama,n-jara,mu-u,i-tʃau,u-ruri,n-da,-nene,ɲoni,ku-ruma,ðarike,mu-luitu,ɲonto,w-akana,mw-aana,i-tu,i-yu,ku-tala,u-kua,kuru,ku-ɲua,u-tu,ku-ria,n-kala,n-jou,ri-iðo,u-ðiu,ku-wa,ma-uta,m-bwi,ru-kuɲu,mw-oŋki,n-ku,i-kuyu,i-ðano,ku-buruka,i-ɲa,kw-aa,m-buri,mu-ðetu,n-jwiri,ki-oŋgo,ku-ikua,n-koro,rw-oi,ɲumba,m-para,ma-ra,ku-raa,i-ru,ki-tʃiu,ku-meɲa,i-mura,kuuru,itema,ndaa,ndume,mweri,muromo,riitwa,mukou,nkingo,utuku,ɲuuru,imwe,muntu,ngai,njiva,muri,tʃumbi,muðanga,ku-ona,u-tuma,utʃonoki,ku-ina,muuta,iuru,kumaama,ntoo,njoka,itumo,ku-iya,iiya,riua,muɲiriða,ikumi,iðatu,ruume,iyo,muti,iyili,maumoo,ntuura,u-taika,wita,ndwa,rui,ruo,muka,ime,iðuruðia
E531_Muthambi,ɲàmà,ɲ-jára,mo-ú,?,ɣe-tandá,n-da,-nɛ́nɛ,kè-ɲɔ̀nì,-róma,n-ðákámɛ́,mo-éndé,ɲɔ̀ntɔ̀,-éːðia,mo-áːna,è-tù,-óːka,-tára,-kúa,kúro,-ɲúá,ɣo-tó,-reá,e-túmbé,ɲ-jɔ̀ɣù,ri-íðɔ,o-ðío,-ɣòà,ma-ɣúta,ɣuɛ́,ro-kuɲó,mò-àŋkì,ŋ-kó,ɣe-koyó,-táːnɔ,-βùːròkà,-ná,-á,m-bóri,?,n-juéːre,kè-ɔ̀ŋgɔ́,-éːɣwa,ŋ-kɔ́rɔ,?,ɲɔːmbá,m-pára,mà-rà,-óraɣa,e-rú,?,-mɛ̀ɲà,e-ðaŋgó,kòɣòrò,etɛ́ma,ndáa,?,moɛ́ːri,kàɲùà,riéːtwa,mokɔ́ɲɛ,ŋkíːŋgɔ́,?,ɲóːro,-mwɛ́,mòːntò,mbúra,njerá,moríi,cúmbe,mòðàŋgà,-ɔ́na,-tóma,nðɔ́ni,?,ɣekɔndɛ́,?,?,tɔ̀ːɣɔ̀,?,etúmo,-íːya,eíɣa,rióːa,mòcìnɔ̀,ekómi,-ðáto,roríme,èɣɛ̀ɣɔ̀,moté,-eré,?,ntóːra,-táeka,?,ndɔ̀à,róːje,rokóŋgi,moká,?,ɲ-cùːmà
E531_Mwimbi,ɲàmà,ɲ-jára,mo-ú,?,ɣe-tandá,n-da,-nɛ́nɛ,kè-ɲɔ̀nì,-róma,n-ðákámɛ́,mo-éndé,ɲɔ̀ntɔ̀,-éːðia,mo-áːna,è-tù,-èːja,-tára,-kúa,kúro,-ɲúá,ɣo-tó,-reá,e-túmbé,ɲ-jɔ̀ɣù,ri-íðɔ,o-ðío,-ɣòà,ma-ɣúta,ɣuɛ́,ro-kuɲó,mò-àŋkì,ŋ-kó,ɣe-koyó,-táːnɔ,-βùːròkà,-ná,-nɛ́ŋkanɛra,m-bóri,?,ro-juere,kè-ɔ̀ŋgɔ́,-éːɣwa,ŋ-kɔ́rɔ,ro-ɣɔji,ɲɔːmbá,m-pára,mà-rà,-óraɣa,e-rú,?,-mɛ̀ɲà,e-ðaŋgó,kòɣòrò,etɛ́ma,ndáa,njamba,moɛ́ːri,kàɲùà,riéːtwa,mokɔ́ɲɛ,ŋkíːŋgɔ́,?,ɲóːro,-mwɛ́,mòːntò,mbúra,njerá,moríi,cùmbè,mòðàŋgà,-ɔ́na,-tóma,nðɔ́ni,?,ɣekɔndɛ́,?,?,tɔ̀ːɣɔ̀,?,etúmɔ,-íːya,eíɣa,rióːa,mòcìnɔ̀,ekómi,-ðáto,roríme,èɣɛ̀ɣɔ̀,moté,-eré,?,ntóːra,-táeka,?,ndɔ̀à,róːje,rokóŋgi,moká,?,ɲ-cùːmà
E54_Tharaka,ɲama,n-jara,mu-uhu,i-ðendu,u-riri,n-da,i-nene,ɲoni,ku-ruma,n-ðakame,mw-ɨndɨ,ɲonto,ku-biðia,ka-ana,i-tu,kw-ija,u-tari,gu-kua,ngiti,ku-ɲua,gu-tu,ku-ria,i-kome,n-jogu,ri-iðo,u-ðiu,nagirire,ma-guta,ma-gwaje,n-kuɲu,mw-aniki,n-kuu,i-kuuŋgara,i-taano,ku-buruka,i-ɲa,ku-neŋkanira,ru-buri,mu-ðetu,mu-tundu,mu-twe,kw-igua,n-koro,ru-goji,ɲomba,i-ura,iu,kw-iða,i-ru,ka-jiu,ku-meɲa,i-ðaŋgu,kuguru,itema,ndaa,murume,mweri,kaɲua,riitwa,?,nkingo,utuku,nuiuru,imwe,muntu,mbura,njira,kuriama,tʃumbi,muðanga,kwoona,gutuma,nðoni,kwina,mwiri,matu,gukoma,ntoogo,ɲoka,itumo,kwiya,iga,mwaðu,muɲiiriða,ikumi,iðatu,rurime,igego,uti,tʃiiri,maumago,ntuura,gutaika,tuði mpoora,ndwaa,runji,ruugo,muka,?,ruðuku
E541_Chuka,ɲama,n-jara,mo-u,e-goko,o-rere,n-da,ki-nene,gacici,ko-roma,n-damu,i-bindi,ɲonto,ku-bibia,ka-ra,i-tu,gu-ca,go-tara,gu-kua,kuro,ku-ɲua,gu-tu,ko-rea,i-tumbi,n-jogu,r-iðo,u-ðiu,ku-gwa,ma-guta,ma-buta,ru-kunju,mw-anki,n-ku,e-koo,i-tano,ko-bima,i-ɲa,ku-becana,m-bori,mo-ðetu,n-joiri,ki-oŋgo,ku-igua,n-koro,ru-goa,ɲomba,yi-ura,ma-ra,ko-raga,e-ru,ka-biu,ku-meɲa,e-to,kuguru,kigori,ndaa,ndome,mweri,muromo,riitwa,?,nkingo,utuku,ɲiuru,imwe,muntu,mbura,gatira,mori,cumbi,moðanga,kuona,gutuma,nðoni,kuina,gekonde,iguru,toro,ntogo,njoka,itumo,kuia,ebiga,riua,motiro,ikumi,iðatu,roreme,igego,muiti,ciiri,maumago,itura,gotabika,koðei,mbara,runci,rukungi,muntu muka,ime,kigera
E55_Kamba,ɲama,kẅ-ɔ́kɔ̏,mo-u,e-kɔndɛ,ke-tanda,e-βu,-nɛ́nɛ̏,e-sone,-ómȁ,n-ðakamɛ,e-βende,nɔndɔ,-βeːβya,ka-ana,e-ðɛɔ,koːka,-tala,-kẅa,ŋ-gite,-ɲẅa,ko-to,-ya̋,etumbe,n-zɔȕ̏,iːðɔ,o-ðyo,-βaloka,ma-útȁ,e-βwea,waa,mw-aki,o-ko,e-koyo,i-taanɔ,ko-oloka,i-ɲa,-nɛŋganɛ,m-boi,mo-ðaŋga,o-sue,mo-twɛ̋,kw-eɣwa,ŋ-gɔɔ,o-βya,ɲomba,yoa,y-aa,ko-aa,e-lu,ka-βyo,-maɲȁ,e-ðaŋgo,koo,etɛma,ndaa,-omɛ,mwɛi,kaɲẅa,e-syetwa,mokɔɲɔ,ŋgiŋgɔ,otuko,eɲoo,-mwɛ̋,mōːn̏dȍ,mbua,nzea,moi,moɲo,keðaŋgaðe,kwɔna,-toma,nðɔni,-ina,kekɔndɛ,yayaya,tɔɔ,syoki,nzoka,etúmɔ̏,-ŋɛa,eβia,syoa,moðia,ekómȉ,itato,oemɛ,eɛɔ,mote,-ile,maumaɔ,ndoá,-taβeka,-tɛmbɛa,kao,keɣwo,okoŋgi	,mondomoka,emwɛ,kyoma
E55_Kamba_Mach,ɲama,kw-oko,mo-u,e-konde,ke-tanda,e-vu,-nene,ɲoɲi,ko-oma,n-ðakame,e-vende,nondo,kw-akana,mw-ana,e-tu,oka,ko-tala,ko-kw'a,ŋ-gite,ko-ɲ'wa,ko-to,ko-ya,e-tumbi,n-zou,iðo,o-ðyo,ko-valoka,ma-uta,ma-vwea,waa,mw-aki,n-go,e-koyo,i-tano,ko-vata,i-ɲa,ko-neŋga,m-boi,mo-ðaŋga,o-sue,mo-twe,kw-ew'a,n-goo,?,ɲumba,n-zaa,me-eði,?,y-eu,ka-vyo,ko-maɲa,e-to,koo,etema,ndaa,moome,mwei,kaɲwa,syetwa,mokaute,ngingo,otuko,eɲ'oo,?,mondo,mbua,nzea,mwei,moɲo,keðangaðe,kw-ona,ko-toma,nðoni,kw-ina,ekonde,etu,eoo,syoki,nzoka,etumo,k-oya,evia,syoa,mweðe,ekomi,itato,oeme,eeo,kete,ile,maumao,ndoa,kotaveka,ko-enda,kao,kew'o,keseve,keveti,Imwe,Uðuku
E55_Kamba_Kitu,ɲama,kw'-oko,mo-u,e-ðendo,o-wee,e-vu,nene,ɲoɲi,ko-oma,n-zakame,e-vende,nondo,kw-akana,mw-ana,e-ðeo,oka,ko-tala,ko-kwa,ŋ-gite,ku-ɲwa,ko-to,ko-ya,e-tumbe,n-zou,iðo,o-ðyo,ko-valoka,ma-uta,ma-vwea,m-bwaa,mw-aki,n-go,e-koyo,i-tano,ko-oloka,i-ɲa,ko-neŋgane,m-boi,mo-ðaŋga,n-zue,mo-twe,kw-ew'a,n-goo,m-bya,ɲomba,n-zaa,m-aa,ko-waa,e-lu,ka-vyo,ko-maɲa,e-ðango,koo,etema,ndaa,moome,mwei,kaɲwa,isyetwa,mokoɲo,ngingo,otuko,eɲoo,emwe,mondo,mbua,nzia,mwee,moɲo,moðanga,kwona,kotoma,nðoni,ina,ekonde,etu,too,syoki,nzoka,etumo,koŋea,evia,sua,mwethe,ekomi,itato,oeme,eeo,mote,ile,maumao,otoi,kotaveka,koði,kao,kew'u,keseve,mondo moka,Imwe,?
E56_Daiso,ɲama,k-ɔkɔ,ma-u,gɔmɛ,ki-tanda,n-dani,bau,ɲoɲi,-roma,n-dakamɛ,m-vende,ɲɔtɔ,?,mw-ana,wiŋgu,-sa,-tala,-gwa,ŋ-gurɔ,-ɲwa,ko-to,-ya,tumbe,sɔu,r-idɔ,ki-daŋgo,-wa,ma-guta,?,rw-ara,m-ogi,ŋ-go,-lɔwa,i-danɔ,-oloka,-na,-va,m-bori,?,lu-ʃeri,mo-twɛ,-gua,ŋ-gɔrɔ,ru-vea,ɲomba,sara,mw-aranda,-ora,e-ru,ka-vyo,-mɛɲa,r-eka,koro,tema,ndaa,?,mwɛri,mrɔmɔ,jetwa,mjɔtɔ,ŋgiŋgɔ,matuku,joru,-mwɛ,moto,nduara,ka-sera,mori,muɲu,midaŋga,-ɔna,-toma,ndɔni,-ina,ndwara,mroŋgo,tɔrɔ,yɔgi,mwaɲika,mori,-iya,ewɛ,mwadɔ,mkela,ikomi,idato,lulemi,eyɔ,mote,-eri,mduamo,kamoʃi,-taveka,-eha,ita,mase,vevo,moto moka,maemwi,cumaː kirɛa
E622C_Lema,in-do,ku-woko,ma-fu,i-koko,ky-itara,n-deu,?,kyi-leye,i-umara,samu,fuo,wee,i-kora,m-koku,?,i-tʃa,i-tala,i-pfa,kyite,i-ɲo,ku-ru,i-lya,i-pore,n-jofu,r-iso,ky-aamu,i-oloka,ma-fura,um-beri,u-tʃaa,m-oro,n-gu,i-kuŋga,ʃi-tano,-runduka,ʃii-na,irambika,m-buru,téri,n-jui,?,mro,n-goo,umbe,numba,n-jaa,?,i-waawa,n-di,kyi-ʃu,i-maɲa,i-ra,kurende,rima,nda,msoro,mori,rumbu,rínâ,?,nzingo,kyio,mbuo,kyimu,mndu,mvuo,mraru,ḿri,tʃumbi,mlelya,iona,?,sonu,iimba,ngosi,ruweɲi,ilaa,mtsu,njoka,ipfumu,iiwa,iwo,mu,mreʃi,ikumi,ʃiraaru,ulumi,yewo,mri,ʃiwi,mauwamu,kyikaro,-ɹeéka,itʃumia,?,mringa,mkuma,mndu mka,?,méɲâ
E621B_Machame,n-ɲama,woko,i-fwi,i-kandaa,i-tendeko,n-deu,-ninii,?,maara,samu,ii-fwo,ma-wee,y-aaka,mo-na,i-fiʃi,oʃo,y-ekena,i-fwa,i-kite,i-na,kya-rwii,lya,i-pore,ʃofu,ir-iso,ki-sanŋuu,i-wo,ma-fura,ma-foo,wala,mu-roo,n-gwii,i-kuŋga,fi-ranuu,-ʁumbuka,fii-na,niiŋgya,m-buʁu,u-deʁi,fii,n-ʁwe,i-itya,n-goo,w-ombe,mmba,ʃaa,maa-la,i-woo,n-dii,ky-aandu,i-maɲa,i-re,uʁende,irima,nda,umi,mwiiʁi,kana,iʁiná,kiboboʃo,singo,mkyo,mmboo,kimwii,nndu,mmbo,ʃya,ŋʁaʁii,ʃumbi,nsanga,lolyia,iʁuma,usuta,ɲiimba,ikanda,iruweu,ʁwe,nsuu,ʃoka,ifumu,uwa,iwe,kyendesaa,nkya,ikumii,fiʁaʁuu,ulimi,mun,nnri,fiwii,mamamu,muungo,-ʁaaká,yeenda,fiʁa,muʁa,uʁato,nka,laura,miɲa
E621C_Siha,ɲama,oko,i-fu,i-kada,uβu-lili,deu,kyi-nini,deye,i-la,samu,i-fua,i-vele,i-ya,mw-ana,ir-ube,oʃo,i-tala,fa,i-kite,nwa,ku-hi,i-la,i-bore,ʃofu,ir-iso,ki-saŋgu,i-wa,ma-fuha,ma-fili,ʃaa,m-oho,n-gwi,i-kuŋga,fi-hanu,-rubuka,fi-ne,e-neŋgia,buru,o-teri,i-fili,n-hwe,yi-ita,nhima,obe,ŋumba,ʃoto,ma-ula,i-waa,n-rii,ky-aadu,i-maɲa,i-buhu,ohenre,ihima,da,nrumi,mweri,kana,irina,kiboʃo,singo,kyio,bua,kimwi,ndru,fua,ʃia,nraarii,ʃumbi,nsanga,i-huya,ihuma,osutu,iba,ʃoni,iruveu,huo,musu,ʃoka,ifumu,yina,iwe,irua livaa,ndesi,ikumi,fihahu,olimi,mweni,nhi,-vili,mafaamu,moongo,-haika,yeeda,fiha,muha,buraato,mfele,laa,miɲa
E621D_Kibosho,n-ɲama,u-woko,ma-fu,i-kanda,i-fiira,n-dasa,ki-ŋgane,n-deye,a-mada,samu,i-fuo,ma-wee,kora,mu-na,i-futʃi,otʃo,isabu,efo,kite,i-na,kadu,e-lya,i-yaí,tʃofu,r-iso,ki-ʃaŋgu,oloka,ma-fuda,ma-foya,n-gala,mu-do,n-gwi,samaki,ʃi-sanu,-rùmbuka,ʃi-na,i-niŋga,m-buru,terí,m-bi,n-dwe,adaɲa,n-go,m-bembe,mba,tʃaa,n-dasa,i-woo,i-koti,ky-andu,i-maɲa,i-du,udende,maini,nda,mmi,mwiri,kana,rina,ifu,ʃingo,kyo,mbuo,kimwi,ndu,mbuo,cia,m-ndrii,tʃumbi,msanga,lola,duma,sonu,imba,ikanda,ruwa,ilala,musu,tʃoka,uʃu,iwa,iwe,ruwa,mosi,ikimi,ʃidadu,olumi,mwinu,ndi,ʃiwi,mawamu,ntaa,-ɗaáka,enda,vida,muda,mkuma,ndunka,umande,miɲâ
E622A_Kimochi,m-ɲama,o-woko,ma-fu,i-koko,ki-tara,n-deu,?,ki-lehe,i-mada,samu,i-fuo,ma-we,i-kora,m-ana,?,i-tʃa,ii-tala,i-pfa,kite,i-ɲo,i-kudu,i-lya,i-poɺe,n-jofu,ir-iso,ky-amu,i-idanioloka,ma-fuda,m-beri,o-tʃaa,m-odo,n-gu,i-kuŋga,ʃi-tanu,-runduka,ʃi-na,ii-nengia,m-buru,terí,n-jui,?,m-do,n-goo,ombe,mba,n-jaa,?,i-waha,n-di,ky-oʃu,i-maɲa,i-ʁa,odende,dima,nda,msoro,meri,dumbu,rinâ,kímámbutʃû,nzingo,kiyo,mbui,kimu,mndu,mpfuo,njia,m̀rì,tʃumbi,insanga,iwona,?,sonu,iimba,?,ngina,ilaa,mtsu,njoka,ipfumu,iiwa,iho,mnengeri,mʃawa,ikumi,ʃiʁaʁu,olimi,iheho,ikidi,ʃiwi,mahuwamo,kihongo,-ɗaika,itʃumia,?,mɺinga,?,mndu mka,?,meɲa
E622C_Mamba,?,ku-woko,ma-fwi,i-koko,mu-lyii,n-dewi,?,ki-lyeye,i-cemara,samu,fuo,ki-poota,i-ha,m-ana,?,i-tʃa,i-tala,i-pha,kyite,i-ɲo,ku-rwi,i-lya,i-pore,n-jofu,r-iso,ky-aamu,ioloka,ma-fura,u-meri,u-tʃaa,m-oro,n-gwi,i-kuŋga,ʃii-tanu,-runduka,ʃii-na,ie-neŋga,m-buru,teri,n-jui,?,m-ʁoe,n-ŋoo,umbe,numba,n-jaa,?,i-wawa,n-di,ki-ʃu,i-maɲa,i-ra,kurende,ʁima,nda,msoro,mori,ʁumbu,rina,?,ningo,kyio,mbui,kimwi,mndu,mvuo,porapora,mri,moɲo,mlelya,iwina,?,sonu,iimba,?,ruwewu,ilaa,mtsu,njoka,pfumu,iiwa,iwe,mnengeri,mʃawa,ikumi,ʃiraru,ulumi,yeɣo,mri,ʃiwi,mowamu,kyikaro,-ɹeeka,itʃumia,?,mringa,mkuma,mndu mka,?,?
E623D_Keni,m-ɲama,k-oko,ŋ-gurani,i-kanda,k-tara,n-deu,?,i-tʃe,i-matʃa,samu,i-fuha,kfua,i-kora,mw-ana,?,i-ʃa,i-tala,i-fa,kite,i-nwa,k-du,i-lya,i-yai,ʃofu,m-eso,ky-amu,i-iwa,ma-futʃa,?,u-ʃaa,m-otʃo,n-gu,samaki,is-taɲ,-runduka,i-ɲa,ii-niŋga,m-buru,sumbai,ma-ʃui,?,i-ʃwa,n-goo,m-embe,m-mba,ʃaa,?,i-waa,n-di,k-ʃu,i-maɲa,i-ra,ktʃende,idima,nda,msoro,mweri,momy,rina,?,mria,kio,mbua,imu,mndu,mfua,ʃia,mri,ʃumbi,msanga,ilolya,?,soni,ifina,?,ruva,ilaa,musu,ʃoka,ifumu,iiva,iwe,ruva,mʃava,ikumi,isadu,ulumi,iyo,mdi,ivii,mahamu,mtaa,-tʃaika,itʃambuka,?,mringa,mho,mndu mfele,?,meɲa
E622C_Vunjo,ɲama,ku-woko,i-fwi,i-koko,wu-lyii,n-dewi,kyi-ŋgaɲi,ki-leye,u-mara,m-suru,i-fuo,ma-wee,i-aka,m-ana,i-putʃi,njoo,tala,i-pfa,kite,i-ɲo,ku-rui,i-lya,i-pore,n-jofu,r-iso,ky-aamu,ɣoloka,ma-fura,ma-mberi,u-tʃaa,m-oro,n-gui,i-kuŋga,ʃi-tanu,i-runduka,ʃiː-na,ie-nenga,m-buru,teri,u-tʃui,m-ɺbe,i-ɺaɲia,n-goo,m-embe,numba,n-jaa,ma-uɫa,i-waɣa,n-di,ki-ʃu,i-maɲa,i-ʁa,kuɺende,ɺima,nda,ki-soʁo,moʁi,ɺumbu,rina,pɸuu,nzingo,kyio,mbuo,kyimwi,mndu,mvuo,mʁaʁu,mri,moɲo,mlelya,iambuya,ruma,sonu,imba,kanda,ngina,maɺoe,mtsu,mɺewa,pfum,iwa,igoe,mɲengeri,mɺeʃi,ikumi,ʃiʁaʁu,uɫumi,myenu,mri,ʃiwi,mauwamu,kikaʁo,iɺeeka,itʃumia,ʃira,mʁinga,mkuma,mndumka,imi,meɲa
E623A_Kiseri,ɲama,ku-βoko,i-yoŋgo,i-kanda,u-liːli,n-deu,i-tue,i-teye,i-mata,samu,i-fuha,ma-bele,aka,mw-ana,i-sie,njio,isabu,fa,i-kite,ɲwa,ki-twi,ʎa,i-yai,n-jofu,r-iso,tʃ-amu,wa,ma-futa,ma-mboi,ki-ɲu,m-oto,n-gwi,samaaki,tanu,-mburuka,ii-ɲa,i-niŋga,m-buru,teri,meʁi,m-twe,i-ʃwa,n-goo,m-embe,numba,n-jaa,ma-ula,?,n-di,ki-ʃu,maɲa,i-haʁa,kutende,ifoʁi,nda,mseʁo,mweri,momu,rina,kikuu,mriha,kio,mbua,kimi,mndu,mbua,njia,mru,ʃumbi,msa,lolea,tuma,kimao,fina,ikanda,ruveu,matio,musu,njoka,ifumu,iβa,iwe,ruβa,mteʁe,ikumi,isatu,ulimi,mweʃa,ikiti,iβili,mawamu,mtaa,-ʈahika,tambuka,mesa,mʁinga,mkumaa,mndu mfele,ʁeʁwa,meɲa
E623_Mkuu,ɲama,k-oko,ŋ-guraɲ,i-kanda,k-tara,n-deu,-duve,i`-te,i-mata,samu,i-fuha,i-vele,i-yaaka,mw-ana,i-ruhu,i-ʃa,i-tala,i-fa,kite,i-ɲwa,k-du,i-la,i-yai,ʃofu,r-iso,ky-amu,i-uwa,ma-futa,i-mboi,u-ʃaa,m-oto,n-gu,?,-tani,-runduka,-ɲa,i-ɲiŋga,m-buru,teri,ʃui,m-dwe,i-iʃwa,n-goo,m-embe,mmba,ʃaa,ma-ula,i-waa,n-di,k-ʃu,i-maɲa,i-du,-tende,idima,nda,msoʁo,mweeri,momu,rina,ikuu,mria,kyo,mbua,-mu,mndu,mfua,mko,mri,ʃumbi,msanga,i-lolya,i-dika,soni,i-fina,ngosi,ruveu,`to,musu,ʃoka,ifumu,i-yiva,iwe,ruva,mʃava,kumi,-sadu,ulumi,iyo,mdi,-vili,mahaamu,mʁi,-tʃahika,i-`tambuka,fi`ta,mʁiinga,muho,mndu mfele,imii,meɲa
E64_Kahe,ɲama,kw-oko,ma-fariko,ri-koko,?,n-deu,?,n-deɣe,ɲamada,n-dakame,i-fua,ma-vee,kora,mw-ana,ma-rindi,lwahatʃa,talya,ɲapa,tʃite,ɲwa,ku-du,keia,i-bore,n-jofu,m-eso,?,n-ganhwa,ma-fuda,ɲ-overi,ki-kombe,m-odo,?,i-kuŋga,ʃi-tanu,-tola uye,ʃi-na,m-neŋgye,m-buru,ma-ifu,m-bii,m-do,ŋga-itʃwa,n-goo,ombe,?,?,?,u-aɣa,nn-dii,?,?,ɲ-ira,kudende,ɲidima,nnda,mndumi,mori,mumu,irina,kibotʃo,njingo,kio,mbua,ɲimu,mundu,mbua,njiya,m-ru,mbalaloje,msangalala,nduva,?,?,gapemba,njoɲi,konia,ɲilaa,bomeɲi,njoka,ɲipumi,?,ɲiɣo,mbari,mwaʃi,ɲikumi,ʃiradu,ɲolumi,iɣo,kidi,ʃivi,?,mrasa,-daka,kudavuka,?,mringa,mkuma,mndumka,?,?
E65_Gweno,m-ɲama,ku-voko,ma-ifu,i-konde,vu-li,n-deɲi,-rwe,n-deɣe,luma,ðakame,i-ɣua,ma-vele,i-aka,mw-ana,i-lwi,i-tʃa,i-tara,i-pfwa,kite,ɲwa,ku-rwi,i-ya,i-bóré,n-jofu,r-iθo,ky-amu,iwa,ma-fura,ma-fwea,n-jwala,m-oro,n-gwi,ma-pere,tano,-rùnduka,n-ne,nika,m-buri,téri,n-jwii,m-rwe,itʃwa,n-goo,uw-embe,ɲumba,n-ja,ma-vula,i-vwaɣa,n-di,ky-andwi,i-maɲa,ir-iŋgo,kurende,irima,nda,mmi,mwiri,mumu,i-rína,mkúfu,ntʰingo,kio,mbua,moja,mndu,mwera,njia,m̀rì,muɲu,teri,vona,ruma,irawa,imba,ikonde,kaɣu,ilaa,mtʰi,njoka,ipfumu,iva,iwe,ruva,mgwaʃi,ikumi,tatu,ulími,iɣeɣo,mri,mbili,maumaɣo,mji,-éréka,iɣenda,fira,mringa,mkuta,mndu wa kika,imi,kìɣèrà
